Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID
UP001432161	Streptomyces jietaisiensis	235987	6378	C:98.9%[S:98.9%,D:0.1%],F:0.0%,M:1.1%,n:1579	Unknown	GCA_036224405.1
UP001432166	Streptomyces tauricus	68274	8462	C:99.8%[S:99.6%,D:0.3%],F:0.0%,M:0.2%,n:1579	Unknown	GCA_036204065.1
UP001432168	Streptomyces pseudovenezuelae	67350	8538	C:99.9%[S:99.2%,D:0.7%],F:0.0%,M:0.1%,n:1579	Unknown	GCA_036226705.1
UP001432180	Thiorhodovibrio winogradskyi	77007	4797	C:98.2%[S:97.7%,D:0.5%],F:0.5%,M:1.4%,n:652	Unknown	GCA_036208045.1
UP001432190	Micromonospora globbae	1894969	6121	C:98.6%[S:97.3%,D:1.4%],F:0.3%,M:1.0%,n:292	Unknown	GCA_036184225.1
UP001432199	Streptomyces althioticus	83380	6930	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:1579	Close to standard (high value)	GCA_036226965.1
UP001432209	Streptomyces niveus (Streptomyces spheroides)	193462	7574	C:99.6%[S:99.4%,D:0.3%],F:0.0%,M:0.4%,n:1579	Unknown	GCA_036229765.1
UP001432222	Kitasatospora purpeofusca	67352	7553	C:98.4%[S:97.2%,D:1.3%],F:0.1%,M:1.5%,n:1579	Standard	GCA_036200865.1
UP001432292	Streptomyces caniferus	285557	7434	C:99.7%[S:99.0%,D:0.7%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_036226425.1
UP001432312	Streptomyces erythrochromogenes	285574	7474	C:99.6%[S:99.1%,D:0.4%],F:0.1%,M:0.4%,n:1579	Unknown	GCA_036170895.1
UP001432360	Sinorhizobium chiapasense	501572	6120	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:639	Unknown	GCA_036488675.1
UP001432401	Nocardiopsis tropica	109330	6361	C:99.4%[S:99.0%,D:0.4%],F:0.0%,M:0.6%,n:1162	Close to standard (high value)	GCA_040327615.1
UP001432995	Methylobacterium brachiatum	269660	5565	C:99.8%[S:99.7%,D:0.2%],F:0.2%,M:0.0%,n:639	Standard	GCA_040270325.1
UP001433071	Mesorhizobium caraganae	483206	5950	C:99.8%[S:99.4%,D:0.5%],F:0.0%,M:0.2%,n:639	Unknown	GCA_040320705.1
UP001433088	Megasphaera intestinihominis	3133159	2215	C:97.7%[S:97.2%,D:0.5%],F:1.4%,M:0.9%,n:218	Unknown	GCA_040096415.1
UP001433638	Vogesella oryzagri	3160864	3612	C:99.6%[S:99.4%,D:0.2%],F:0.1%,M:0.2%,n:804	Unknown	GCA_040148885.1
UP001434337	Propioniciclava soli	2775081	3345	C:96.6%[S:96.1%,D:0.5%],F:0.2%,M:3.2%,n:649	Unknown	GCA_038502305.1
UP001434419	Lactobacillus crispatus	47770	2650	C:99.5%[S:98.5%,D:1.0%],F:0.2%,M:0.2%,n:402	Unknown	GCA_040428805.1
UP001434737	Helicobacter mastomyrinus	287948	2048	C:99.0%[S:98.9%,D:0.2%],F:0.0%,M:1.0%,n:628	Unknown	GCA_039555295.1
UP001436297	Staphylococcus hsinchuensis	3051183	2141	C:98.7%[S:98.7%,D:0.0%],F:0.2%,M:1.1%,n:450	Unknown	GCA_038789205.1
UP001436462	Proteus genomosp. 6	1311820	3649	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_040140265.1
UP001437419	Alcaligenes phenolicus	232846	3679	C:98.4%[S:98.1%,D:0.3%],F:0.3%,M:1.3%,n:688	Unknown	GCA_040430305.1
UP001437460	Ventrimonas faecis	3133170	3047	C:99.6%[S:98.9%,D:0.8%],F:0.4%,M:0.0%,n:264	Unknown	GCA_040096075.1
UP001438008	Laedolimicola intestinihominis	3133166	3217	C:98.8%[S:98.8%,D:0.0%],F:0.8%,M:0.4%,n:247	Unknown	GCA_040096155.1
UP001438112	Apilactobacillus apinorum	1218495	1336	C:97.5%[S:97.5%,D:0.0%],F:0.2%,M:2.2%,n:402	Unknown	GCA_040367345.1
UP001438292	Chromobacterium piscinae	686831	4957	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:804	Close to standard (high value)	GCA_039888935.1
UP001438953	Thioclava kandeliae	3070818	3970	C:98.1%[S:97.6%,D:0.5%],F:0.2%,M:1.7%,n:833	Unknown	GCA_040297545.1
UP001439984	Faecalibacterium longum	1851428	2623	C:97.0%[S:95.8%,D:1.1%],F:0.4%,M:2.7%,n:264	Close to standard (low value)	GCA_040094265.1
UP001440599	Flavonifractor hominis	3133178	2656	C:98.1%[S:98.1%,D:0.0%],F:0.4%,M:1.5%,n:264	Unknown	GCA_040095835.1
UP001440612	Yoonia phaeophyticola	3137369	3930	C:99.2%[S:99.0%,D:0.1%],F:0.0%,M:0.8%,n:833	Unknown	GCA_038069655.2
UP001440984	Amycolatopsis melonis	3156488	8131	C:99.0%[S:92.5%,D:6.5%],F:0.0%,M:1.0%,n:292	Unknown	GCA_040064235.1
UP001441944	Pseudophaeobacter arcticus	385492	4218	C:99.5%[S:99.5%,D:0.0%],F:0.4%,M:0.1%,n:833	Unknown	GCA_040372455.1
UP001442364	[Lactobacillus] rogosae	706562	2474	C:100.0%[S:98.8%,D:1.2%],F:0.0%,M:0.0%,n:247	Unknown	GCA_040096455.1
UP001442468	Halomonas aquatica	3151123	2876	C:99.0%[S:98.7%,D:0.3%],F:0.2%,M:0.8%,n:619	Unknown	GCA_040196335.1
UP001442494	Funiculus sociatus GB2-A5	2933946	5274	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:773	Unknown	GCA_039962095.1
UP001442841	Ammonicoccus fulvus	3138240	3721	C:99.1%[S:98.8%,D:0.3%],F:0.0%,M:0.9%,n:649	Outlier (high value)	GCA_039565995.1
UP001444146	Pseudocitrobacter cyperus	3112843	4473	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	GCA_039889165.1
UP001444625	Ornithinibacillus xuwenensis	3144668	3700	C:99.1%[S:99.1%,D:0.0%],F:0.0%,M:0.9%,n:450	Unknown	GCA_039614845.1
UP001445268	Marinobacter alkaliphilus	254719	4060	C:91.6%[S:91.3%,D:0.3%],F:1.2%,M:7.3%,n:782	Unknown	GCA_038784545.1
UP001445472	Streptomyces xantholiticus	68285	6878	C:99.6%[S:99.0%,D:0.6%],F:0.1%,M:0.4%,n:1579	Unknown	GCA_040299325.1
UP001445732	Brevundimonas aurifodinae	1508312	3185	C:96.5%[S:96.3%,D:0.2%],F:0.5%,M:3.0%,n:432	Unknown	GCA_040195595.1
UP001446032	Blautia intestinihominis	3133152	3796	C:98.8%[S:98.8%,D:0.0%],F:1.2%,M:0.0%,n:247	Unknown	GCA_040096655.1
UP001446205	Thermithiobacillus plumbiphilus	1729899	2810	C:99.1%[S:98.2%,D:0.9%],F:0.5%,M:0.5%,n:219	Unknown	GCA_038070005.1
UP001446337	Achromobacter denitrificans (Alcaligenes denitrificans)	32002	6758	C:99.9%[S:98.4%,D:1.5%],F:0.0%,M:0.1%,n:688	Unknown	GCA_039565655.1
UP001447008	Pseudoalteromonas qingdaonensis	3131913	2871	C:99.9%[S:99.8%,D:0.1%],F:0.0%,M:0.1%,n:820	Unknown	GCA_038739665.1
UP001447151	Neisseria polysaccharea	489	2013	C:99.1%[S:99.1%,D:0.0%],F:0.1%,M:0.7%,n:804	Unknown	GCA_040104695.1
UP001447374	Franconibacter daqui	2047724	4378	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_040225655.1
UP001447516	Microbispora maris	3144104	7958	C:98.7%[S:98.3%,D:0.4%],F:0.1%,M:1.2%,n:1162	Standard	GCA_039649665.1
UP001447842	Sulfurimonas diazotrophicus	3131939	2492	C:94.4%[S:93.2%,D:1.3%],F:0.5%,M:5.1%,n:628	Unknown	GCA_039645995.1
UP001447857	Flavobacterium ginsenosidimutans	687844	4660	C:98.5%[S:97.3%,D:1.2%],F:0.0%,M:1.5%,n:733	Outlier (high value)	GCA_037478105.1
UP001447979	Peptoniphilus hominis	3133174	1915	C:99.5%[S:99.5%,D:0.0%],F:0.5%,M:0.0%,n:433	Close to standard (high value)	GCA_040096015.1
UP001448498	Burkholderia arboris	488730	7565	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:688	Unknown	GCA_038723655.1
UP001448614	Paenarthrobacter nicotinovorans (Arthrobacter nicotinovorans)	29320	4354	C:99.6%[S:98.7%,D:0.9%],F:0.4%,M:0.0%,n:537	Unknown	GCA_039889215.1
UP001448858	Arthrobacter citreus	1670	3516	C:99.6%[S:99.4%,D:0.2%],F:0.2%,M:0.2%,n:537	Unknown	GCA_038405225.1
UP001449178	Ignatzschineria larvae DSM 13226	1111732	2013	C:92.6%[S:92.1%,D:0.5%],F:1.4%,M:6.0%,n:366	Unknown	GCA_038500265.1
UP001449225	Neptuniibacter pectenicola	1806669	3294	C:99.4%[S:98.4%,D:1.0%],F:0.0%,M:0.6%,n:619	Unknown	GCA_038900315.1
UP001449582	Ureaplasma ceti	3119530	686	C:98.7%[S:98.7%,D:0.0%],F:0.0%,M:1.3%,n:150	Unknown	GCA_040369755.1
UP001449657	Chitinophaga caseinilytica	2267521	5318	C:95.3%[S:95.0%,D:0.2%],F:2.2%,M:2.5%,n:402	Unknown	GCA_038396765.1
UP001449795	Nguyenibacter vanlangensis	1216886	4247	C:98.8%[S:98.6%,D:0.2%],F:0.5%,M:0.7%,n:432	Unknown	GCA_038719015.1
UP001451571	Kineothrix sedimenti	3123317	4306	C:99.6%[S:99.6%,D:0.0%],F:0.4%,M:0.0%,n:247	Unknown	GCA_039134705.1
UP001453229	Salinicola lusitanus	1949085	4223	C:99.7%[S:99.5%,D:0.2%],F:0.0%,M:0.3%,n:619	Unknown	GCA_038648475.1
UP001454086	Enterocloster hominis (ex Hitch et al. 2024)	1917870	6036	C:96.4%[S:95.5%,D:0.8%],F:1.6%,M:2.0%,n:247	Unknown	GCA_040096035.1
UP001454489	Maccoya intestinihominis	3133499	2702	C:98.4%[S:98.4%,D:0.0%],F:0.8%,M:0.8%,n:247	Unknown	GCA_040096355.1
UP001455088	Stenotrophomonas bentonitica	1450134	3700	C:99.6%[S:99.5%,D:0.1%],F:0.0%,M:0.4%,n:1152	Unknown	GCA_038405475.1
UP001455384	Salinicoccus bachuensis	3136731	2582	C:98.7%[S:98.7%,D:0.0%],F:0.4%,M:0.9%,n:450	Unknown	GCA_038561955.2
UP001455709	Chromobacterium vaccinii	1108595	4476	C:99.6%[S:99.4%,D:0.2%],F:0.0%,M:0.4%,n:804	Unknown	GCA_039832335.1
UP001456224	Achromobacter veterisilvae	2069367	5987	C:99.6%[S:98.4%,D:1.2%],F:0.0%,M:0.4%,n:688	Unknown	GCA_037619525.1
UP001456307	Limosilactobacillus allomucosae	3142938	2056	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:402	Unknown	GCA_039906175.1
UP001456513	Rhodococcus navarretei	3128981	4901	C:99.7%[S:98.9%,D:0.8%],F:0.0%,M:0.3%,n:743	Unknown	GCA_038069675.1
UP001456562	Streptomyces microflavus (Streptomyces lipmanii)	1919	7445	C:99.7%[S:98.6%,D:1.1%],F:0.1%,M:0.2%,n:1579	Standard	GCA_040253725.1
UP001457197	Faecalibacterium tardum	3133156	2943	C:97.3%[S:96.2%,D:1.1%],F:0.0%,M:2.7%,n:264	Unknown	GCA_040096515.1
UP001457661	Pseudoalteromonas arctica	394751	3960	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:820	Unknown	GCA_038900295.1
UP001457898	Blautia caccae	3133175	5163	C:99.2%[S:98.8%,D:0.4%],F:0.0%,M:0.8%,n:247	Unknown	GCA_040095955.1
UP001458070	Klebsiella grimontii	2058152	5807	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_038738055.1
UP001458415	Streptomyces carpinensis	66369	9718	C:86.0%[S:85.1%,D:0.9%],F:8.0%,M:6.0%,n:1579	Unknown	GCA_040299915.1
UP001458946	Deinococcus xinjiangensis	457454	4281	C:91.1%[S:91.1%,D:0.0%],F:4.0%,M:4.8%,n:124	Unknown	GCA_040361885.1
UP001459204	Pseudoxanthomonas putridarboris	752605	3678	C:98.6%[S:98.5%,D:0.1%],F:0.0%,M:1.4%,n:1152	Unknown	GCA_038321125.1
UP001459714	Caldifermentibacillus hisashii	996558	3944	C:99.3%[S:98.9%,D:0.4%],F:0.0%,M:0.7%,n:450	Unknown	GCA_038404945.1
UP001460072	Flavobacterium aureirubrum	3133147	3181	C:99.2%[S:99.0%,D:0.1%],F:0.1%,M:0.7%,n:733	Unknown	GCA_038739835.1
UP001460202	Alistipes intestinihominis	3133172	3031	C:97.0%[S:96.7%,D:0.4%],F:0.7%,M:2.2%,n:541	Unknown	GCA_040095975.1
UP001460679	[Mycoplasma] gypis	92404	660	C:98.7%[S:98.7%,D:0.0%],F:0.0%,M:1.3%,n:150	Unknown	GCA_037482225.1
UP001460888	Salinisphaera dokdonensis CL-ES53	1304272	3365	C:98.6%[S:98.1%,D:0.5%],F:1.4%,M:0.0%,n:366	Unknown	GCA_040361215.1
UP001461163	Paraglaciecola mesophila	197222	4192	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:820	Unknown	GCA_038900195.1
UP001461341	Thermatribacter velox	3039681	2198	C:90.3%[S:90.3%,D:0.0%],F:3.2%,M:6.5%,n:124	Unknown	GCA_038396615.1
UP001461960	Psychrobacter saeujeotis	3143436	2709	C:97.0%[S:96.7%,D:0.3%],F:0.8%,M:2.2%,n:366	Unknown	GCA_039615135.1
UP001462502	Chromobacterium phragmitis	2202141	4729	C:97.8%[S:97.4%,D:0.4%],F:0.6%,M:1.6%,n:804	Unknown	GCA_039938345.1
UP001462554	Bifidobacterium hominis	3133177	1582	C:95.9%[S:95.2%,D:0.7%],F:0.3%,M:3.8%,n:292	Unknown	GCA_040095915.1
UP001462640	Roseateles flavus	3149041	4836	C:98.8%[S:98.5%,D:0.3%],F:0.1%,M:1.0%,n:688	Unknown	GCA_039872765.1
UP001463408	Pectobacterium polonicum	2485124	4440	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:440	Unknown	GCA_040224295.1
UP001463665	Chryseobacterium endophyticum	1854762	3969	C:59.9%[S:59.6%,D:0.3%],F:3.4%,M:36.7%,n:733	Unknown	GCA_039613855.1
UP001464378	Pseudoflavonifractor intestinihominis	3133171	3309	C:98.5%[S:98.5%,D:0.0%],F:0.4%,M:1.1%,n:264	Unknown	GCA_040096055.1
UP001464387	Mesorhizobium opportunistum	593909	6527	C:99.8%[S:99.5%,D:0.3%],F:0.2%,M:0.0%,n:639	Unknown	GCA_040320305.1
UP001464555	Flavobacterium arundinis	3139143	3794	C:99.0%[S:98.9%,D:0.1%],F:0.1%,M:0.8%,n:733	Unknown	GCA_038289855.1
UP001464891	Trichocoleus desertorum GB2-A4	2933944	5705	C:100.0%[S:99.4%,D:0.6%],F:0.0%,M:0.0%,n:773	Unknown	GCA_039962135.1
UP001464923	Pseudonocardia tropica	681289	5412	C:98.6%[S:98.3%,D:0.3%],F:0.0%,M:1.4%,n:292	Unknown	GCA_040105315.1
UP001465119	Faecalibacterium intestinale	3133155	2783	C:97.3%[S:96.2%,D:1.1%],F:0.0%,M:2.7%,n:264	Unknown	GCA_040096575.1
UP001465153	Sessilibacter corallicola	2904075	4137	C:98.5%[S:98.0%,D:0.4%],F:0.2%,M:1.3%,n:913	Unknown	GCA_040369735.1
UP001465331	Sinimarinibacterium thermocellulolyticum	3170016	3045	C:98.6%[S:98.4%,D:0.3%],F:0.3%,M:1.1%,n:366	Unknown	GCA_040327995.1
UP001465426	Niallia hominis	3133173	4668	C:99.8%[S:98.7%,D:1.1%],F:0.0%,M:0.2%,n:450	Unknown	GCA_040095995.1
UP001465717	Segatella sinensis	3085167	2965	C:99.1%[S:98.7%,D:0.4%],F:0.0%,M:0.9%,n:541	Standard	GCA_040095255.1
UP001466331	Rarispira pelagica	3141764	2071	C:98.7%[S:98.7%,D:0.0%],F:0.4%,M:0.8%,n:239	Unknown	GCA_039023545.1
UP001466893	Kosakonia calanthes	3139408	4312	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Close to standard (low value)	GCA_038449125.1
UP001466933	Burkholderia theae	3143496	7552	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:688	Unknown	GCA_039581485.1
UP001467192	Enterobacter intestinihominis	3133180	4764	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	GCA_040324775.1
UP001467669	Stutzerimonas chloritidismutans (Pseudomonas chloritidismutans)	203192	4281	C:98.3%[S:98.3%,D:0.0%],F:0.0%,M:1.7%,n:782	Standard	GCA_038562055.1
UP001467674	Bacillus altitudinis	293387	4199	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:450	Unknown	GCA_040278645.1
UP001467690	Catenovulum sediminis	1740262	4183	C:98.4%[S:98.2%,D:0.2%],F:0.1%,M:1.5%,n:820	Unknown	GCA_040270295.1
UP001468095	Pantoea brenneri	472694	4508	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Unknown	GCA_038594305.1
UP001468345	Staphylococcus casei	201828	2608	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:450	Unknown	GCA_038118745.1
UP001468798	Flavobacterium polysaccharolyticum	3133148	3992	C:99.7%[S:99.5%,D:0.3%],F:0.1%,M:0.1%,n:733	Unknown	GCA_038739875.1
UP001469089	Paraburkholderia acidicola	1912599	6619	C:100.0%[S:99.1%,D:0.9%],F:0.0%,M:0.0%,n:688	Unknown	GCA_040148685.1
UP001469365	Paenibacillus filicis	669464	6887	C:99.3%[S:97.8%,D:1.6%],F:0.2%,M:0.4%,n:450	Unknown	GCA_038070315.1
UP001469749	Coprococcus intestinihominis	3133154	3635	C:93.9%[S:93.1%,D:0.8%],F:3.6%,M:2.4%,n:247	Unknown	GCA_040096555.1
UP001470023	Streptomyces sp. 900105245	3154379	8605	C:99.7%[S:99.2%,D:0.5%],F:0.1%,M:0.2%,n:1579	Unknown	GCA_040298825.1
UP001470288	Hominiventricola aquisgranensis	3133164	3045	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:247	Unknown	GCA_040096225.1
UP001470586	Candidatus Phytoplasma asteris	85620	579	C:94.0%[S:93.4%,D:0.7%],F:0.0%,M:6.0%,n:151	Unknown	GCA_038396745.1
UP001470752	Blautia acetigignens	2981783	3880	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:247	Close to standard (high value)	GCA_040095405.1
UP001471651	Marinomonas primoryensis	178399	3715	C:99.4%[S:98.9%,D:0.5%],F:0.2%,M:0.5%,n:619	Unknown	GCA_040012435.1
UP001472074	Cytobacillus pseudoceanisediminis	3051614	5183	C:99.8%[S:99.3%,D:0.4%],F:0.0%,M:0.2%,n:450	Unknown	GCA_038398625.1
UP001472978	Halomonas pelophila	3151122	3526	C:99.5%[S:99.5%,D:0.0%],F:0.2%,M:0.3%,n:619	Unknown	GCA_040196315.1
UP001473063	Blautia aquisgranensis	3133153	3251	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:247	Unknown	GCA_040096615.1
UP001473424	Spiroplasma ixodetis	2141	2103	C:64.2%[S:63.9%,D:0.3%],F:0.3%,M:35.5%,n:332	Unknown	GCA_040369795.1
UP001474120	Lutimonas vermicola	414288	3159	C:98.8%[S:98.5%,D:0.3%],F:0.0%,M:1.2%,n:733	Unknown	GCA_038433205.1
UP001474181	Streptomyces hyaluromycini	1377993	10597	C:95.2%[S:94.7%,D:0.5%],F:2.8%,M:2.0%,n:1579	Unknown	GCA_040300785.1
UP001475781	Marinobacter metalliresistant	2961995	3940	C:92.5%[S:91.3%,D:1.2%],F:0.8%,M:6.8%,n:782	Unknown	GCA_038098645.1
UP001476282	Haloferula sargassicola	490096	4079	C:99.2%[S:98.3%,D:0.8%],F:0.0%,M:0.8%,n:471	Unknown	GCA_040362925.1
UP001476583	Ectopseudomonas mendocina (Pseudomonas mendocina)	300	4209	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:782	Unknown	GCA_037482215.1
UP001476807	Pontibacter populi	890055	3778	C:99.1%[S:99.0%,D:0.1%],F:0.3%,M:0.7%,n:768	Unknown	GCA_040278685.1
UP001476950	Stenomitos frigidus AS-A4	2933935	6075	C:99.2%[S:98.8%,D:0.4%],F:0.1%,M:0.6%,n:773	Unknown	GCA_039962575.1
UP001477278	Shewanella vesiculosa	518738	4074	C:99.8%[S:99.5%,D:0.2%],F:0.1%,M:0.1%,n:820	Unknown	GCA_039871945.1
UP001477443	Mycoplasmopsis felifaucium	35768	631	C:99.3%[S:99.3%,D:0.0%],F:0.0%,M:0.7%,n:150	Unknown	GCA_037482235.1
UP001477672	Ruthenibacterium intestinale	3133163	3034	C:97.0%[S:97.0%,D:0.0%],F:0.4%,M:2.7%,n:264	Standard	GCA_040096265.1
UP001477870	Ahrensia kielensis	76980	3249	C:99.4%[S:99.2%,D:0.2%],F:0.2%,M:0.5%,n:639	Unknown	GCA_038900035.1
UP001477947	Terrisporobacter petrolearius	1460447	3800	C:100.0%[S:98.8%,D:1.2%],F:0.0%,M:0.0%,n:247	Unknown	GCA_039555395.1
UP001478133	Ruminococcoides intestinihominis	3133161	2003	C:98.5%[S:98.5%,D:0.0%],F:0.0%,M:1.5%,n:264	Close to standard (low value)	GCA_040096105.1
UP001478817	Paratractidigestivibacter faecalis	2292441	1858	C:98.9%[S:96.5%,D:2.4%],F:0.0%,M:1.1%,n:548	Unknown	GCA_040094965.1
UP001478862	Lysinibacillus zambalensis	3160866	5094	C:99.3%[S:98.9%,D:0.4%],F:0.2%,M:0.4%,n:450	Unknown	GCA_040183165.1
UP001479520	Azonexus hydrophilus	418702	3570	C:99.6%[S:98.6%,D:1.1%],F:0.2%,M:0.2%,n:569	Unknown	GCA_038368255.1
UP001479606	Hymenobacter segetis	2025509	4372	C:97.0%[S:96.7%,D:0.3%],F:0.3%,M:2.7%,n:768	Unknown	GCA_038448715.1
UP001479933	Gordonia hydrophobica	40516	4152	C:99.2%[S:98.8%,D:0.4%],F:0.1%,M:0.7%,n:743	Close to standard (low value)	GCA_038024885.1
UP001480955	Methylorubrum podarium	200476	5170	C:99.5%[S:99.4%,D:0.2%],F:0.2%,M:0.3%,n:639	Unknown	GCA_040270385.1
UP001480973	Lachnospira intestinalis	3133158	2946	C:100.0%[S:99.2%,D:0.8%],F:0.0%,M:0.0%,n:247	Unknown	GCA_040096395.1
UP001481413	Thalassolituus maritimus	484498	3055	C:97.9%[S:97.9%,D:0.0%],F:0.6%,M:1.5%,n:619	Unknown	GCA_040372045.1
UP001481677	Paraburkholderia azotifigens	2057004	8456	C:100.0%[S:99.4%,D:0.6%],F:0.0%,M:0.0%,n:688	Unknown	GCA_038900615.1
UP001481872	Aedoeadaptatus acetigenes	2981723	1785	C:96.5%[S:96.5%,D:0.0%],F:0.7%,M:2.8%,n:433	Unknown	GCA_040096755.1
UP001482154	Anaerostipes amylophilus	2981779	2555	C:99.6%[S:99.2%,D:0.4%],F:0.0%,M:0.4%,n:247	Unknown	GCA_040094015.1
UP001482186	Coprococcus ammoniilyticus	2981785	2469	C:99.6%[S:98.8%,D:0.8%],F:0.0%,M:0.4%,n:247	Unknown	GCA_040095595.1
UP001482231	Thiobacter aerophilum	3121275	2495	C:91.3%[S:91.3%,D:0.0%],F:0.6%,M:8.1%,n:688	Unknown	GCA_039822265.1
UP001482513	Leptolyngbya subtilissima DQ-A4	2933933	5089	C:99.4%[S:98.8%,D:0.5%],F:0.0%,M:0.6%,n:773	Unknown	GCA_039962245.1
UP001482520	Nocardioides kribbensis	305517	3959	C:99.5%[S:99.2%,D:0.3%],F:0.2%,M:0.3%,n:649	Unknown	GCA_040203295.1
UP001483337	Okeanomitos corallinicola TIOX110	3133117	4532	C:98.4%[S:98.1%,D:0.3%],F:0.0%,M:1.6%,n:1899	Unknown	GCA_038050375.1
UP001483898	Candidatus Phytoplasma asteris	85620	737	C:95.4%[S:95.4%,D:0.0%],F:0.0%,M:4.6%,n:151	Unknown	GCA_038505995.1
UP001484097	Citricoccus nitrophenolicus	863575	3307	C:99.8%[S:99.3%,D:0.6%],F:0.0%,M:0.2%,n:537	Unknown	GCA_039938335.1
UP001484179	Burkholderia pyrrocinia (Pseudomonas pyrrocinia)	60550	6994	C:99.4%[S:98.7%,D:0.7%],F:0.0%,M:0.6%,n:688	Unknown	GCA_038452255.1
UP001484199	Ash yellows phytoplasma	35780	504	C:94.0%[S:94.0%,D:0.0%],F:0.7%,M:5.3%,n:151	Unknown	GCA_038024965.1
UP001484239	Gaopeijia maritima	3119007	3561	C:94.4%[S:92.7%,D:1.6%],F:0.8%,M:4.8%,n:124	Unknown	GCA_038088005.1
UP001484535	Aurantiacibacter flavus	3145232	3285	C:97.6%[S:97.2%,D:0.4%],F:0.0%,M:2.4%,n:1018	Unknown	GCA_039710615.1
UP001485226	Flavobacterium calami	3139144	4099	C:99.9%[S:99.5%,D:0.4%],F:0.0%,M:0.1%,n:733	Unknown	GCA_038290035.1
UP001485459	Chitinophaga pollutisoli	3133966	5080	C:95.3%[S:95.0%,D:0.2%],F:2.5%,M:2.2%,n:402	Unknown	GCA_038396755.1
UP001485476	Mycobacterium canetti	78331	4033	C:98.9%[S:98.0%,D:0.9%],F:0.1%,M:0.9%,n:743	Standard	GCA_040169905.1
UP001485505	Bacillus paramobilis	2817477	5150	C:99.6%[S:98.7%,D:0.9%],F:0.2%,M:0.2%,n:450	Unknown	GCA_038096195.1
UP001486207	Streptomyces lanatus	66900	8988	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:1579	Close to standard (high value)	GCA_040301745.1
UP001486565	Defluviitalea saccharophila	879970	2755	C:99.6%[S:99.2%,D:0.4%],F:0.0%,M:0.4%,n:247	Unknown	GCA_038396635.1
UP001486626	Xanthomonas protegens	3380705	4037	C:99.8%[S:99.7%,D:0.1%],F:0.0%,M:0.2%,n:1152	Standard	GCA_038442435.1
UP001486808	Halopseudomonas sabulinigri	472181	3571	C:95.9%[S:95.3%,D:0.6%],F:0.4%,M:3.7%,n:782	Unknown	GCA_040371525.1
UP001487296	Hallella faecis	2841596	2497	C:98.7%[S:98.5%,D:0.2%],F:0.0%,M:1.3%,n:541	Unknown	GCA_040095575.1
UP001487305	Raoultibacter massiliensis	1852371	2978	C:98.8%[S:98.6%,D:0.2%],F:0.2%,M:0.9%,n:422	Unknown	GCA_040097345.1
UP001489333	Shewanella vaxholmensis	3063535	4285	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:820	Standard	GCA_039024175.1
UP001489509	Solibaculum intestinale	3133165	2646	C:99.2%[S:99.2%,D:0.0%],F:0.0%,M:0.8%,n:264	Close to standard (low value)	GCA_040096205.1
UP001489897	Paraburkholderia ferrariae	386056	7356	C:99.4%[S:98.4%,D:1.0%],F:0.0%,M:0.6%,n:688	Standard	GCA_038900555.1
UP001490330	Streptomyces flaveolus	67297	7884	C:99.7%[S:99.1%,D:0.6%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_040299865.1
UP001490365	Streptomyces sp. 900105755	3154389	9022	C:99.7%[S:99.3%,D:0.4%],F:0.0%,M:0.3%,n:1579	Unknown	GCA_040298045.1
UP001490816	Ruminococcoides intestinale	3133162	2173	C:99.2%[S:98.9%,D:0.4%],F:0.0%,M:0.8%,n:264	Close to standard (low value)	GCA_040096305.1
