From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Proteomes
A0ABW4SQA4	A0ABW4SQA4	unreviewed	A0ABW4SQA4_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFSKW_08950	Nonomuraea mangrovi	455	UP001597368: Unassembled WGS sequence
A0ABW4SSF6	A0ABW4SSF6	unreviewed	A0ABW4SSF6_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACFSKW_13650	Nonomuraea mangrovi	439	UP001597368: Unassembled WGS sequence
A0ABW4TGN6	A0ABW4TGN6	unreviewed	A0ABW4TGN6_9ACTN	AlkA N-terminal domain-containing protein	ACFSDE_01725	Nocardioides aestuarii	501	UP001597351: Unassembled WGS sequence
A0ABW4VBD5	A0ABW4VBD5	unreviewed	A0ABW4VBD5_9MICO	AlkA N-terminal domain-containing protein	ACFSL2_16370	Promicromonospora aerolata	547	UP001597338: Unassembled WGS sequence
A0ABW4X9U0	A0ABW4X9U0	unreviewed	A0ABW4X9U0_9ACTN	AlkA N-terminal domain-containing protein	ACFSHS_10355	Blastococcus deserti	502	UP001597402: Unassembled WGS sequence
A0ABW5DZE2	A0ABW5DZE2	unreviewed	A0ABW5DZE2_9PROT	AlkA N-terminal domain-containing protein	ACFSM5_19785	Lacibacterium aquatile	494	UP001597295: Unassembled WGS sequence
A0ABW5EG31	A0ABW5EG31	unreviewed	A0ABW5EG31_9GAMM	AlkA N-terminal domain-containing protein	ACFSKX_17955	Microbulbifer halophilus	499	UP001597425: Unassembled WGS sequence
A0ABW5FVX6	A0ABW5FVX6	unreviewed	A0ABW5FVX6_9PSEU	AlkA N-terminal domain-containing protein	ACFSXZ_22970	Amycolatopsis pigmentata	500	UP001597417: Unassembled WGS sequence
A0ABW5GGF1	A0ABW5GGF1	unreviewed	A0ABW5GGF1_9PSEU	AlkA N-terminal domain-containing protein	ACFSYJ_17355	Amycolatopsis samaneae	458	UP001597419: Unassembled WGS sequence
A0ABW5GMX2	A0ABW5GMX2	unreviewed	A0ABW5GMX2_9PSEU	AlkA N-terminal domain-containing protein	ACFSYJ_26660	Amycolatopsis samaneae	506	UP001597419: Unassembled WGS sequence
A0ABW5GQM3	A0ABW5GQM3	unreviewed	A0ABW5GQM3_9PSEU	AlkA N-terminal domain-containing protein	ACFSYJ_31335	Amycolatopsis samaneae	490	UP001597419: Unassembled WGS sequence
A0ABW5GZM7	A0ABW5GZM7	unreviewed	A0ABW5GZM7_9PSEU	DNA-3-methyladenine glycosylase 2 family protein	ACFSVL_01490	Amycolatopsis silviterrae	469	UP001597483: Unassembled WGS sequence
A0ABW5HMQ8	A0ABW5HMQ8	unreviewed	A0ABW5HMQ8_9PSEU	AlkA N-terminal domain-containing protein	ACFSVL_44055	Amycolatopsis silviterrae	494	UP001597483: Unassembled WGS sequence
A0ABW5I411	A0ABW5I411	unreviewed	A0ABW5I411_9PSEU	AlkA N-terminal domain-containing protein	ACFSUT_24740	Amycolatopsis albidoflavus	492	UP001597542: Unassembled WGS sequence
A0ABW5IFP3	A0ABW5IFP3	unreviewed	A0ABW5IFP3_9PSEU	DNA-3-methyladenine glycosylase 2 family protein	ACFSUT_46815	Amycolatopsis albidoflavus	469	UP001597542: Unassembled WGS sequence
A0ABW5PBB8	A0ABW5PBB8	unreviewed	A0ABW5PBB8_9BACL	DNA-3-methyladenine glycosylase family protein	ACFSUF_06875	Paenibacillus gansuensis	309	UP001597541: Unassembled WGS sequence
A0ABW5SVY8	A0ABW5SVY8	unreviewed	A0ABW5SVY8_9BACL	DNA-3-methyladenine glycosylase family protein	ACFSVM_23820	Paenibacillus shunpengii	320	UP001597540: Unassembled WGS sequence
A0ABW5VRH6	A0ABW5VRH6	unreviewed	A0ABW5VRH6_9MICO	AlkA N-terminal domain-containing protein	ACFS27_11935	Promicromonospora vindobonensis	524	UP001597479: Unassembled WGS sequence
A0ABW5WFP7	A0ABW5WFP7	unreviewed	A0ABW5WFP7_9PSEU	DNA-3-methyladenine glycosylase 2 family protein	ACFS2C_21715	Prauserella oleivorans	634	UP001597478: Unassembled WGS sequence
A0ABW5XGI3	A0ABW5XGI3	unreviewed	A0ABW5XGI3_9MICO	DNA-3-methyladenine glycosylase 2 family protein	ACFSYH_07995	Populibacterium corticicola	561	UP001597391: Unassembled WGS sequence
A0ABW6C5C2	A0ABW6C5C2	unreviewed	A0ABW6C5C2_RAHSY	DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21)	alkA ACFPK4_01435	Rahnella sp. (strain Y9602)	290	UP001598201: Unassembled WGS sequence
A0ABW6CMR9	A0ABW6CMR9	unreviewed	A0ABW6CMR9_9CAUL	Helix-turn-helix domain-containing protein	OCL97_03885	Phenylobacterium ferrooxidans	503	UP001598130: Unassembled WGS sequence
A0ABW6DQ87	A0ABW6DQ87	unreviewed	A0ABW6DQ87_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFWR3_01120	Streptomyces bacillaris	485	UP001598300: Unassembled WGS sequence
A0ABW6DSL5	A0ABW6DSL5	unreviewed	A0ABW6DSL5_9ACTN	AlkA N-terminal domain-containing protein	ACFWR3_06475	Streptomyces bacillaris	490	UP001598300: Unassembled WGS sequence
A0ABW6EET1	A0ABW6EET1	unreviewed	A0ABW6EET1_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFWSS_06305	Streptomyces sindenensis	459	UP001598251: Unassembled WGS sequence
A0ABW6EFF5	A0ABW6EFF5	unreviewed	A0ABW6EFF5_9ACTN	AlkA N-terminal domain-containing protein	ACFWSS_14230	Streptomyces sindenensis	490	UP001598251: Unassembled WGS sequence
A0ABW6EYK7	A0ABW6EYK7	unreviewed	A0ABW6EYK7_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFWOQ_12555	Streptomyces rubiginosohelvolus	460	UP001598352: Unassembled WGS sequence
A0ABW6F3G4	A0ABW6F3G4	unreviewed	A0ABW6F3G4_9ACTN	AlkA N-terminal domain-containing protein	ACFWOQ_14805	Streptomyces rubiginosohelvolus	490	UP001598352: Unassembled WGS sequence
A0ABW6FPZ1	A0ABW6FPZ1	unreviewed	A0ABW6FPZ1_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFWJN_16645	Streptomyces albidochromogenes	460	UP001598448: Unassembled WGS sequence
A0ABW6FY77	A0ABW6FY77	unreviewed	A0ABW6FY77_9ACTN	AlkA N-terminal domain-containing protein	ACFWJN_28445	Streptomyces albidochromogenes	487	UP001598448: Unassembled WGS sequence
A0ABW6GAU7	A0ABW6GAU7	unreviewed	A0ABW6GAU7_9PSEU	DNA-3-methyladenine glycosylase 2 family protein	ACFWGY_23630	Prauserella salsuginis	580	UP001598673: Unassembled WGS sequence
A0ABW6GF03	A0ABW6GF03	unreviewed	A0ABW6GF03_9ACTN	AlkA N-terminal domain-containing protein	ACFW6T_04810	Kitasatospora phosalacinea	529	UP001599542: Unassembled WGS sequence
A0ABW6H9U5	A0ABW6H9U5	unreviewed	A0ABW6H9U5_9ACTN	AlkA N-terminal domain-containing protein	ACFW88_23150	Streptomyces anandii	498	UP001599756: Unassembled WGS sequence
A0ABW6HDC8	A0ABW6HDC8	unreviewed	A0ABW6HDC8_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACFW88_29615	Streptomyces anandii	464	UP001599756: Unassembled WGS sequence
A0ABW6IXQ4	A0ABW6IXQ4	unreviewed	A0ABW6IXQ4_STRWE	AlkA N-terminal domain-containing protein	ACFQ63_22340	Streptomyces wedmorensis	495	UP001600424: Unassembled WGS sequence
A0ABW6J500	A0ABW6J500	unreviewed	A0ABW6J500_STRWE	AlkA N-terminal domain-containing protein	ACFQ63_35640	Streptomyces wedmorensis	476	UP001600424: Unassembled WGS sequence
A0ABW6JHK0	A0ABW6JHK0	unreviewed	A0ABW6JHK0_STRCE	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACFU0X_14200	Streptomyces cellulosae	457	UP001600650: Unassembled WGS sequence
A0ABW6JQD6	A0ABW6JQD6	unreviewed	A0ABW6JQD6_STRCE	AlkA N-terminal domain-containing protein	ACFU0X_30000	Streptomyces cellulosae	489	UP001600650: Unassembled WGS sequence
A0ABW6KLS1	A0ABW6KLS1	unreviewed	A0ABW6KLS1_9ACTN	AlkA N-terminal domain-containing protein	ACFYNZ_04755	Streptomyces kebangsaanensis	498	UP001601197: Unassembled WGS sequence
A0ABW6L4J0	A0ABW6L4J0	unreviewed	A0ABW6L4J0_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFYM3_02020	Streptomyces massasporeus	474	UP001601288: Unassembled WGS sequence
A0ABW6LMC4	A0ABW6LMC4	unreviewed	A0ABW6LMC4_9ACTN	AlkA N-terminal domain-containing protein	ACFYM3_26990	Streptomyces massasporeus	489	UP001601288: Unassembled WGS sequence
A0ABW6M4V6	A0ABW6M4V6	unreviewed	A0ABW6M4V6_9ACTN	AlkA N-terminal domain-containing protein	ACFYNQ_21670	Streptomyces hokutonensis	492	UP001601303: Unassembled WGS sequence
A0ABW6MAU9	A0ABW6MAU9	unreviewed	A0ABW6MAU9_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFYNQ_32415	Streptomyces hokutonensis	492	UP001601303: Unassembled WGS sequence
A0ABW6MN06	A0ABW6MN06	unreviewed	A0ABW6MN06_9ACTN	AlkA N-terminal domain-containing protein	ACFYQT_03035	Streptomyces tibetensis	489	UP001601422: Unassembled WGS sequence
A0ABW6MPF1	A0ABW6MPF1	unreviewed	A0ABW6MPF1_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACFYQT_01495	Streptomyces tibetensis	469	UP001601422: Unassembled WGS sequence
A0ABW6NDS7	A0ABW6NDS7	unreviewed	A0ABW6NDS7_9NOCA	AlkA N-terminal domain-containing protein	ACFYTH_08070	Nocardia africana	545	UP001601521: Unassembled WGS sequence
A0ABW6NXY1	A0ABW6NXY1	unreviewed	A0ABW6NXY1_9NOCA	AlkA N-terminal domain-containing protein	ACFYU5_03020	Nocardia aobensis	546	UP001601442: Unassembled WGS sequence
A0ABW6PTK2	A0ABW6PTK2	unreviewed	A0ABW6PTK2_9NOCA	AlkA N-terminal domain-containing protein	ACFYTF_22050	Nocardia thailandica	482	UP001601444: Unassembled WGS sequence
A0ABW6PZB9	A0ABW6PZB9	unreviewed	A0ABW6PZB9_9ACTN	AlkA N-terminal domain-containing protein	ACFVZC_00795	Streptomyces marokkonensis	480	UP001601627: Unassembled WGS sequence
A0ABW6Q6L1	A0ABW6Q6L1	unreviewed	A0ABW6Q6L1_9ACTN	AlkA N-terminal domain-containing protein	ACFVZC_15750	Streptomyces marokkonensis	493	UP001601627: Unassembled WGS sequence
A0ABW6QNU0	A0ABW6QNU0	unreviewed	A0ABW6QNU0_9NOCA	DNA-3-methyladenine glycosylase 2 family protein	ACFYV7_07390	Nocardia suismassiliense	537	UP001601948: Unassembled WGS sequence
A0ABW6RET4	A0ABW6RET4	unreviewed	A0ABW6RET4_9ACTN	AlkA N-terminal domain-containing protein	ACFYWW_15080	Streptomyces flavidovirens	487	UP001601976: Unassembled WGS sequence
A0ABW6RFC9	A0ABW6RFC9	unreviewed	A0ABW6RFC9_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFYWW_16115	Streptomyces flavidovirens	453	UP001601976: Unassembled WGS sequence
A0ABW6RSX4	A0ABW6RSX4	unreviewed	A0ABW6RSX4_9NOCA	AlkA N-terminal domain-containing protein	ACFYXQ_01030	Nocardia jiangxiensis	496	UP001601992: Unassembled WGS sequence
A0ABW6SJ48	A0ABW6SJ48	unreviewed	A0ABW6SJ48_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFYXI_01720	Microtetraspora malaysiensis	500	UP001602013: Unassembled WGS sequence
A0ABW6T253	A0ABW6T253	unreviewed	A0ABW6T253_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFYXI_37760	Microtetraspora malaysiensis	490	UP001602013: Unassembled WGS sequence
A0ABW6TB49	A0ABW6TB49	unreviewed	A0ABW6TB49_9NOCA	AlkA N-terminal domain-containing protein	ACFYY5_07090	Nocardia elegans	546	UP001602089: Unassembled WGS sequence
A0ABW6TV57	A0ABW6TV57	unreviewed	A0ABW6TV57_9ACTN	AlkA N-terminal domain-containing protein	ACFYZM_05010	Streptomyces nondiastaticus	497	UP001602123: Unassembled WGS sequence
A0ABW6TXC1	A0ABW6TXC1	unreviewed	A0ABW6TXC1_9ACTN	AlkA N-terminal domain-containing protein	ACFYZM_10325	Streptomyces nondiastaticus	498	UP001602123: Unassembled WGS sequence
A0ABW6UFI4	A0ABW6UFI4	unreviewed	A0ABW6UFI4_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFY1D_12045	Streptomyces bluensis	469	UP001602058: Unassembled WGS sequence
A0ABW6UT87	A0ABW6UT87	unreviewed	A0ABW6UT87_9ACTN	AlkA N-terminal domain-containing protein	ACFY1D_35385	Streptomyces bluensis	498	UP001602058: Unassembled WGS sequence
A0ABW6V338	A0ABW6V338	unreviewed	A0ABW6V338_MICFU	DNA-3-methyladenine glycosylase 2 family protein	ACFY05_09090	Microtetraspora fusca	500	UP001602119: Unassembled WGS sequence
A0ABW6WKW5	A0ABW6WKW5	unreviewed	A0ABW6WKW5_9ACTN	AlkA N-terminal domain-containing protein	ACFY35_31265	Paractinoplanes globisporus	486	UP001602245: Unassembled WGS sequence
A0ABW6XBH1	A0ABW6XBH1	unreviewed	A0ABW6XBH1_9ACTN	AlkA N-terminal domain-containing protein	ACFY8O_24640	Streptomyces argenteolus	490	UP001602322: Unassembled WGS sequence
A0ABW6XDT1	A0ABW6XDT1	unreviewed	A0ABW6XDT1_9ACTN	AlkA N-terminal domain-containing protein	ACFY8O_28675	Streptomyces argenteolus	500	UP001602322: Unassembled WGS sequence
A0ABW6XTA5	A0ABW6XTA5	unreviewed	A0ABW6XTA5_9ACTN	AlkA N-terminal domain-containing protein	ACFY8C_20555	Streptomyces flavochromogenes	490	UP001602370: Unassembled WGS sequence
A0ABW6Y1T7	A0ABW6Y1T7	unreviewed	A0ABW6Y1T7_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACFY8C_35485	Streptomyces flavochromogenes	485	UP001602370: Unassembled WGS sequence
A0ABW6YCD8	A0ABW6YCD8	unreviewed	A0ABW6YCD8_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACF05T_14425	Streptomyces lateritius	462	UP001603013: Unassembled WGS sequence
A0ABW6YDS5	A0ABW6YDS5	unreviewed	A0ABW6YDS5_9ACTN	AlkA N-terminal domain-containing protein	ACF05T_17610	Streptomyces lateritius	516	UP001603013: Unassembled WGS sequence
A0ABW6YYE2	A0ABW6YYE2	unreviewed	A0ABW6YYE2_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACF1HC_17420	Streptomyces eurythermus	465	UP001603418: Unassembled WGS sequence
A0ABW6Z694	A0ABW6Z694	unreviewed	A0ABW6Z694_9ACTN	AlkA N-terminal domain-containing protein	ACF1HC_31815	Streptomyces eurythermus	492	UP001603418: Unassembled WGS sequence
A0ABW7A815	A0ABW7A815	unreviewed	A0ABW7A815_9ACTN	AlkA N-terminal domain-containing protein	ACFLIM_09810	Nonomuraea marmarensis	476	UP001603978: Unassembled WGS sequence
A0ABW7AQR9	A0ABW7AQR9	unreviewed	A0ABW7AQR9_9ACTN	AlkA N-terminal domain-containing protein	ACFLIM_41645	Nonomuraea marmarensis	457	UP001603978: Unassembled WGS sequence
A0ABW7AYH7	A0ABW7AYH7	unreviewed	A0ABW7AYH7_9ACTN	AlkA N-terminal domain-containing protein	ACGFZB_00305	Streptomyces cinerochromogenes	492	UP001604267: Unassembled WGS sequence
A0ABW7BHR1	A0ABW7BHR1	unreviewed	A0ABW7BHR1_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACGFZB_33625	Streptomyces cinerochromogenes	465	UP001604267: Unassembled WGS sequence
A0ABW7BV26	A0ABW7BV26	unreviewed	A0ABW7BV26_9ACTN	AlkA N-terminal domain-containing protein	ACGFYS_14220	Streptomyces omiyaensis	489	UP001604282: Unassembled WGS sequence
A0ABW7BXN4	A0ABW7BXN4	unreviewed	A0ABW7BXN4_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACGFYS_21210	Streptomyces omiyaensis	450	UP001604282: Unassembled WGS sequence
A0ABW7CS95	A0ABW7CS95	unreviewed	A0ABW7CS95_9GAMM	AlkA N-terminal domain-containing protein	AB3U87_21790	Erwinia plantamica	476	UP001605250: Unassembled WGS sequence
A0ABW7CTX1	A0ABW7CTX1	unreviewed	A0ABW7CTX1_9GAMM	AlkA N-terminal domain-containing protein	ACEU0G_002190	Stenotrophomonas nematodicola	488	UP001605261: Unassembled WGS sequence
A0ABW7E093	A0ABW7E093	unreviewed	A0ABW7E093_STRRO	AlkA N-terminal domain-containing protein	ACGU38_08700	Streptomyces rochei (Streptomyces parvullus)	490	UP001605990: Unassembled WGS sequence
A0ABW7E1Y3	A0ABW7E1Y3	unreviewed	A0ABW7E1Y3_STRRO	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACGU38_14310	Streptomyces rochei (Streptomyces parvullus)	474	UP001605990: Unassembled WGS sequence
A0ABW7EIK6	A0ABW7EIK6	unreviewed	A0ABW7EIK6_9BURK	Ada metal-binding domain-containing protein	ACG02S_05130	Pelomonas dachongensis	480	UP001606300: Unassembled WGS sequence
A0ABW7F4M8	A0ABW7F4M8	unreviewed	A0ABW7F4M8_9BURK	Ada metal-binding domain-containing protein	ACG00Y_16110	Pelomonas parva	480	UP001606210: Unassembled WGS sequence
A0ABW7FMM1	A0ABW7FMM1	unreviewed	A0ABW7FMM1_9BURK	DNA-3-methyladenine glycosylase 2 family protein	ACG0Z3_18020	Pelomonas margarita	486	UP001606301: Unassembled WGS sequence
A0ABW7FSI4	A0ABW7FSI4	unreviewed	A0ABW7FSI4_9BURK	DNA-3-methyladenine glycosylase 2 family protein	ACG0Z6_03430	Roseateles rivi	510	UP001606099: Unassembled WGS sequence
A0ABW7G1X6	A0ABW7G1X6	unreviewed	A0ABW7G1X6_9BURK	DNA-3-methyladenine glycosylase 2 family protein	ACG00X_03770	Pelomonas nitida	485	UP001606305: Unassembled WGS sequence
A0ABW7GGQ1	A0ABW7GGQ1	unreviewed	A0ABW7GGQ1_9BURK	DNA-3-methyladenine glycosylase 2 family protein	ACG04Q_06020	Pelomonas lactea	483	UP001606302: Unassembled WGS sequence
A0ABW7H4M8	A0ABW7H4M8	unreviewed	A0ABW7H4M8_9BURK	Ada metal-binding domain-containing protein	ACG01O_20640	Pelomonas baiyunensis	485	UP001606303: Unassembled WGS sequence
A0ABW7HCY6	A0ABW7HCY6	unreviewed	A0ABW7HCY6_9BURK	DNA-3-methyladenine glycosylase 2 family protein	ACG04R_13425	Pelomonas candidula	486	UP001606134: Unassembled WGS sequence
A0ABW7HYK9	A0ABW7HYK9	unreviewed	A0ABW7HYK9_9ACTN	AlkA N-terminal domain-containing protein	ACG5V6_22405	Streptomyces chitinivorans	506	UP001607069: Unassembled WGS sequence
A0ABW7HYX7	A0ABW7HYX7	unreviewed	A0ABW7HYX7_9ACTN	AlkA N-terminal domain-containing protein	ACG5V6_23255	Streptomyces chitinivorans	494	UP001607069: Unassembled WGS sequence
A0ABW7IRX9	A0ABW7IRX9	unreviewed	A0ABW7IRX9_9VIBR	DNA-3-methyladenine glycosylase 2 family protein	ACGRH2_22825	Vibrio barjaei	457	UP001607125: Unassembled WGS sequence
A0ABW7J055	A0ABW7J055	unreviewed	A0ABW7J055_9VIBR	DNA-3-methyladenine glycosylase 2	ACGRQ9_16530	Vibrio rumoiensis	306	UP001607151: Unassembled WGS sequence
A0ABW7JEZ6	A0ABW7JEZ6	unreviewed	A0ABW7JEZ6_9VIBR	DNA-3-methyladenine glycosylase 2 family protein	ACGRHZ_23300	Vibrio jasicida	461	UP001607221: Unassembled WGS sequence
A0ABW7JN05	A0ABW7JN05	unreviewed	A0ABW7JN05_9NOCA	DNA-3-methyladenine glycosylase 2 family protein	ACHIPZ_13060	Antrihabitans spumae	489	UP001609175: Unassembled WGS sequence
A0ABW7KQH6	A0ABW7KQH6	unreviewed	A0ABW7KQH6_9NOCA	DNA-3-methyladenine glycosylase 2 family protein	ACHIPV_20685 ACHIRB_20885	Antrihabitans spumae	489	UP001609176: Unassembled WGS sequence; UP001609219: Unassembled WGS sequence
A0ABW7LCX7	A0ABW7LCX7	unreviewed	A0ABW7LCX7_9BURK	DNA-3-methyladenine glycosylase family protein	ACGTRS_31230	Burkholderia semiarida	319	UP001609186: Unassembled WGS sequence
A0ABW7LU11	A0ABW7LU11	unreviewed	A0ABW7LU11_9PSED	AlkA N-terminal domain-containing protein	ACHMWK_04185	Pseudomonas kulmbachensis	496	UP001609821: Unassembled WGS sequence
A0ABW7MJR3	A0ABW7MJR3	unreviewed	A0ABW7MJR3_9GAMM	DNA-3-methyladenine glycosylase	ACEVAQ_23290	Ectopseudomonas khazarica	292	UP001609932: Unassembled WGS sequence
A0ABW7PCN7	A0ABW7PCN7	unreviewed	A0ABW7PCN7_9ACTN	AlkA N-terminal domain-containing protein	WDV06_13770	Streptomyces racemochromogenes	496	UP001610631: Unassembled WGS sequence
A0ABW7PVJ7	A0ABW7PVJ7	unreviewed	A0ABW7PVJ7_9GAMM	AlkA N-terminal domain-containing protein	ABU178_06545	Pantoea osteomyelitidis	491	UP001611251: Unassembled WGS sequence
A0ABW7Q6S4	A0ABW7Q6S4	unreviewed	A0ABW7Q6S4_9MICO	AlkA N-terminal domain-containing protein	ACH3VR_09355	Microbacterium alkaliflavum	514	UP001610861: Unassembled WGS sequence
A0ABW7QV50	A0ABW7QV50	unreviewed	A0ABW7QV50_9ACTN	AlkA N-terminal domain-containing protein	ACH4F9_28060	Streptomyces longisporoflavus	490	UP001610818: Unassembled WGS sequence
A0ABW7QX47	A0ABW7QX47	unreviewed	A0ABW7QX47_9ACTN	AlkA N-terminal domain-containing protein	ACH4F9_28925	Streptomyces longisporoflavus	455	UP001610818: Unassembled WGS sequence
A0ABW7RHD9	A0ABW7RHD9	unreviewed	A0ABW7RHD9_9ACTN	AlkA N-terminal domain-containing protein	ACH4GP_20540	Streptomyces celluloflavus	490	UP001610990: Unassembled WGS sequence
A0ABW7RJA1	A0ABW7RJA1	unreviewed	A0ABW7RJA1_9ACTN	AlkA N-terminal domain-containing protein	ACH4GP_18680	Streptomyces celluloflavus	514	UP001610990: Unassembled WGS sequence
A0ABW7S4A8	A0ABW7S4A8	unreviewed	A0ABW7S4A8_STRTE	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACH3YB_26035	Streptomyces tendae	497	UP001610810: Unassembled WGS sequence
A0ABW7S7I1	A0ABW7S7I1	unreviewed	A0ABW7S7I1_STRTE	AlkA N-terminal domain-containing protein	ACH3YB_31830	Streptomyces tendae	490	UP001610810: Unassembled WGS sequence
A0ABW7SGL5	A0ABW7SGL5	unreviewed	A0ABW7SGL5_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACH4OY_06450	Micromonospora rubida	507	UP001611075: Unassembled WGS sequence
A0ABW7SV33	A0ABW7SV33	unreviewed	A0ABW7SV33_9ACTN	AlkA N-terminal domain-containing protein	ACH4TF_01315	Streptomyces abikoensis	498	UP001611162: Unassembled WGS sequence
A0ABW7SVG0	A0ABW7SVG0	unreviewed	A0ABW7SVG0_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACH4TF_02005	Streptomyces abikoensis	493	UP001611162: Unassembled WGS sequence
A0ABW7TU42	A0ABW7TU42	unreviewed	A0ABW7TU42_9NOCA	Ada metal-binding domain-containing protein	ACH4WX_21055	Nocardia carnea	543	UP001611263: Unassembled WGS sequence
A0ABW7UCP5	A0ABW7UCP5	unreviewed	A0ABW7UCP5_9ACTN	AlkA N-terminal domain-containing protein	ACH407_28095	Streptomyces litmocidini	492	UP001611339: Unassembled WGS sequence
A0ABW7UH10	A0ABW7UH10	unreviewed	A0ABW7UH10_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACH407_35560	Streptomyces litmocidini	447	UP001611339: Unassembled WGS sequence
A0ABW7UJT0	A0ABW7UJT0	unreviewed	A0ABW7UJT0_9ACTN	AlkA N-terminal domain-containing protein	ACH429_02085	Streptomyces pathocidini	492	UP001611548: Unassembled WGS sequence
A0ABW7V1E6	A0ABW7V1E6	unreviewed	A0ABW7V1E6_STROI	DNA-3-methyladenine glycosylase 2 family protein	ACH49L_05965	Streptomyces olivaceoviridis (Streptomyces corchorusii)	492	UP001611397: Unassembled WGS sequence
A0ABW7V1Y6	A0ABW7V1Y6	unreviewed	A0ABW7V1Y6_STROI	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACH49L_06905	Streptomyces olivaceoviridis (Streptomyces corchorusii)	465	UP001611397: Unassembled WGS sequence
A0ABW7W972	A0ABW7W972	unreviewed	A0ABW7W972_9NOCA	Ada metal-binding domain-containing protein	ACH49Z_29015	Nocardia testacea	511	UP001611494: Unassembled WGS sequence
A0ABW7WI34	A0ABW7WI34	unreviewed	A0ABW7WI34_9NOCA	DNA-3-methyladenine glycosylase 2 family protein	ACH47G_19385	Nocardia beijingensis	543	UP001611450: Unassembled WGS sequence
A0ABW7WYJ6	A0ABW7WYJ6	unreviewed	A0ABW7WYJ6_9NOCA	DNA-3-methyladenine glycosylase 2 family protein	ACH49W_11080	Nocardia xishanensis	551	UP001611415: Unassembled WGS sequence
A0ABW7XR29	A0ABW7XR29	unreviewed	A0ABW7XR29_9MICO	DNA-3-methyladenine glycosylase 2 family protein	ACH47X_24075	Promicromonospora kroppenstedtii	572	UP001611580: Unassembled WGS sequence
A0ABW7XVD0	A0ABW7XVD0	unreviewed	A0ABW7XVD0_STRCE	AlkA N-terminal domain-containing protein	ACIA8P_04140	Streptomyces cellulosae	489	UP001612415: Unassembled WGS sequence
A0ABW7YJX5	A0ABW7YJX5	unreviewed	A0ABW7YJX5_STRCE	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACIA8P_43480	Streptomyces cellulosae	467	UP001612415: Unassembled WGS sequence
A0ABW7YTE0	A0ABW7YTE0	unreviewed	A0ABW7YTE0_9ACTN	AlkA N-terminal domain-containing protein	ACIBG2_10280	Nonomuraea typhae	422	UP001612741: Unassembled WGS sequence
A0ABW7Z0S2	A0ABW7Z0S2	unreviewed	A0ABW7Z0S2_9ACTN	DNA-3-methyladenine glycosylase 2 family protein	ACIBG2_29030	Nonomuraea typhae	461	UP001612741: Unassembled WGS sequence
A0ABW7Z8T5	A0ABW7Z8T5	unreviewed	A0ABW7Z8T5_9ACTN	Bifunctional transcriptional activator/DNA repair enzyme AdaA	ACIBG2_44830	Nonomuraea typhae	438	UP001612741: Unassembled WGS sequence
A0ABW7ZLI7	A0ABW7ZLI7	unreviewed	A0ABW7ZLI7_9ACTN	AlkA N-terminal domain-containing protein	ACIBP4_15540	Micromonospora maritima	479	UP001612812: Unassembled WGS sequence
